M|15050,15080,15555,15630,15678,15888||000000-999999|
G|4233|Blender|00-9999999|
G|4234|Dörverden|00-9999999|
G|4235|Langwedel-Etelsen|00-9999999|
G|4236|Kirchlinteln|00-9999999|
G|4237|Bendingbostel|00-9999999|
G|4238|Neddenaverbergen|00-9999999|
G|4239|Dörverden-Westen|00-9999999|
G|4240|Syke-Heiligenfelde|00-9999999|
G|4241|Bassum|00-9999999|
G|4242|Syke|00-9999999|
G|4243|Twistringen|00-9999999|
G|4244|Harpstedt|00-9999999|
G|4245|Neuenkirchen bei Bassum|00-9999999|
G|4246|Twistringen-Heiligenloh|00-9999999|
G|4247|Affinghausen|00-9999999|
G|4248|Bassum-Neubruchhausen|00-9999999|
G|4249|Bassum-Nordwohlde|00-9999999|
G|4251|Hoya|00-9999999|
G|4252|Bruchhausen-Vilsen|00-9999999|
G|4253|Asendorf Kreis Diepholz|00-9999999|
G|4254|Eystrup|00-9999999|
G|4255|Martfeld|00-9999999|
G|4256|Hilgermissen|00-9999999|
G|4257|Schweringen|00-9999999|
G|4258|Schwarme|00-9999999|
G|4260|Visselhövede-Wittorf|00-9999999|
G|4261|Rotenburg Wümme|00-9999999|
G|4262|Visselhövede|00-9999999|
G|4263|Scheessel|00-9999999|
G|4264|Sottrum Kreis Rotenburg|00-9999999|
G|4265|Fintel|00-9999999|
G|4266|Brockel|00-9999999|
G|4267|Lauenbrück|00-9999999|
G|4268|Bötersen|00-9999999|
G|4269|Ahausen-Kirchwalsede|00-9999999|
G|4271|Sulingen|00-9999999|
G|4272|Siedenburg|00-9999999|
G|4273|Kirchdorf bei Sulingen|00-9999999|
G|4274|Varrel bei Sulingen|00-9999999|
G|4275|Ehrenburg|00-9999999|
G|4276|Borstel bei Sulingen|00-9999999|
G|4277|Schwaförden|00-9999999|
G|4281|Zeven|00-9999999|
G|4282|Sittensen|00-9999999|
G|4283|Tarmstedt|00-9999999|
G|4284|Selsingen|00-9999999|
G|4285|Rhade bei Zeven|00-9999999|
G|4286|Gyhum|00-9999999|
G|4287|Heeslingen-Boitzen|00-9999999|
G|4288|Horstedt Kreis Rotenburg|00-9999999|
G|4289|Kirchtimke|00-9999999|
G|4292|Ritterhude|00-9999999|
G|4293|Ottersberg-Fischerhude|00-9999999|
G|4294|Riede Kreis Verden|00-9999999|
G|4295|Emtinghausen|00-9999999|
G|4296|Schwanewede-Aschwarden|00-9999999|
G|4297|Ottersberg-Posthausen|00-9999999|
G|4298|Lilienthal|00-9999999|
G|4302|Kirchbarkau|00-9999999|
G|4303|Schlesen|00-9999999|
G|4305|Westensee|00-9999999|
G|4307|Raisdorf|00-9999999|
G|4308|Schwedeneck|00-9999999|
G|431|Kiel|000-99999999|
G|4320|Heidmühlen|00-9999999|
G|4321|Neumünster|00-9999999|
G|4322|Bordesholm|00-9999999|
G|4323|Bornhöved|00-9999999|
G|4324|Brokstedt|00-9999999|
G|4326|Wankendorf|00-9999999|
G|4327|Grossenaspe|00-9999999|
G|4328|Rickling|00-9999999|
G|4329|Langwedel Holstein|00-9999999|
G|4330|Emkendorf|00-9999999|
G|4331|Rendsburg|00-9999999|
G|4332|Hamdorf bei Rendsburg|00-9999999|
G|4333|Erfde|00-9999999|
G|4334|Bredenbek bei Rendsburg|00-9999999|
G|4335|Hohn bei Rendsburg|00-9999999|
G|4336|Owschlag|00-9999999|
G|4337|Jevenstedt|00-9999999|
G|4338|Alt Duvenstedt|00-9999999|
G|4339|Christiansholm|00-9999999|
G|4340|Achterwehr|00-9999999|
G|4342|Preetz Kreis Plön|00-9999999|
G|4343|Laboe|00-9999999|
G|4344|Schönberg Holstein|00-9999999|
G|4346|Gettorf|00-9999999|
G|4347|Flintbek|00-9999999|
G|4348|Schönkirchen|00-9999999|
G|4349|Dänischenhagen|00-9999999|
G|4351|Eckernförde|00-9999999|
G|4352|Damp|00-9999999|
G|4353|Ascheffel|00-9999999|
G|4354|Fleckeby|00-9999999|
G|4355|Rieseby|00-9999999|
G|4356|Gross Wittensee|00-9999999|
G|4357|Sehestedt Eider|00-9999999|
G|4358|Loose bei Eckernförde|00-9999999|
G|4361|Oldenburg in Holstein|00-9999999|
G|4362|Heiligenhafen|00-9999999|
G|4363|Lensahn|00-9999999|
G|4364|Dahme Kreis Ostholstein|00-9999999|
G|4365|Heringsdorf Holstein|00-9999999|
G|4366|Grömitz-Cismar|00-9999999|
G|4367|Grossenbrode|00-9999999|
G|4371|Burg auf Fehmarn|00-9999999|
G|4372|Westfehmarn|00-9999999|
G|4381|Lütjenburg|00-9999999|
G|4382|Wangels|00-9999999|
G|4383|Grebin|00-9999999|
G|4384|Selent|00-9999999|
G|4385|Hohenfelde bei Kiel|00-9999999|
G|4392|Nortorf bei Neumünster|00-9999999|
G|4393|Boostedt|00-9999999|
G|4394|Bokhorst|00-9999999|
G|4401|Brake Unterweser|00-9999999|
G|4402|Rastede|00-9999999|
G|4403|Bad Zwischenahn|00-9999999|
G|4404|Elsfleth|00-9999999|
G|4405|Edewecht|00-9999999|
G|4406|Berne|00-9999999|
G|4407|Wardenburg|00-9999999|
G|4408|Hude Oldenburg|00-9999999|
G|4409|Westerstede-Ocholt|00-9999999|
G|441|Oldenburg (Oldb)|000-99999999|
G|4421|Wilhelmshaven|00-9999999|
G|4422|Sande Kreis Friesl|00-9999999|
G|4423|Fedderwarden|00-9999999|
G|4425|Wangerland-Hooksiel|00-9999999|
G|4426|Wangerland-Horumersiel|00-9999999|
G|4431|Wildeshausen|00-9999999|
G|4432|Dötlingen-Brettorf|00-9999999|
G|4433|Dötlingen|00-9999999|
G|4434|Colnrade|00-9999999|
G|4435|Grossenkneten|00-9999999|
G|4441|Vechta|00-9999999|
G|4442|Lohne Oldenburg|00-9999999|
G|4443|Dinklage|00-9999999|
G|4444|Goldenstedt|00-9999999|
G|4445|Visbek Kreis Vechta|00-9999999|
G|4446|Bakum Kreis Vechta|00-9999999|
G|4447|Vechta-Langförden|00-9999999|
G|4451|Varel Jadebusen|00-9999999|
G|4452|Zetel-Neuenburg|00-9999999|
G|4453|Zetel|00-9999999|
G|4454|Jade|00-9999999|
G|4455|Jade-Schweiburg|00-9999999|
G|4456|Varel-Altjührden|00-9999999|
G|4458|Wiefelstede-Spohle|00-9999999|
G|4461|Jever|00-9999999|
G|4462|Wittmund|00-9999999|
G|4463|Wangerland|00-9999999|
G|4464|Wittmund-Carolinensiel|00-9999999|
G|4465|Friedeburg Ostfriesland|00-9999999|
G|4466|Wittmund-Ardorf|00-9999999|
G|4467|Wittmund-Funnix|00-9999999|
G|4468|Friedeburg-Reepsholt|00-9999999|
G|4469|Wangerooge|00-9999999|
G|4471|Cloppenburg|00-9999999|
G|4472|Lastrup|00-9999999|
G|4473|Emstek|00-9999999|
G|4474|Garrel|00-9999999|
G|4475|Molbergen|00-9999999|
G|4477|Lastrup-Hemmelte|00-9999999|
G|4478|Cappeln Oldenburg|00-9999999|
G|4479|Molbergen-Peheim|00-9999999|
G|4480|Ovelgönne-Strückhausen|00-9999999|
G|4481|Hatten-Sandkrug|00-9999999|
G|4482|Hatten|00-9999999|
G|4483|Ovelgönne-Großenmeer|00-9999999|
G|4484|Hude-Wüsting|00-9999999|
G|4485|Elsfleth-Huntorf|00-9999999|
G|4486|Edewecht-Friedrichsfehn|00-9999999|
G|4487|Grossenkneten-Huntlosen|00-9999999|
G|4488|Westerstede|00-9999999|
G|4489|Apen|00-9999999|
G|4491|Friesoythe|00-9999999|
G|4492|Saterland|00-9999999|
G|4493|Friesoythe-Gehlenberg|00-9999999|
G|4494|Bösel Oldenburg|00-9999999|
G|4495|Friesoythe-Thüle|00-9999999|
G|4496|Friesoythe-Markhausen|00-9999999|
G|4497|Barßel-Harkebrügge|00-9999999|
G|4498|Saterland-Ramsloh|00-9999999|
G|4499|Barssel|00-9999999|
G|4501|Kastorf Holstein|00-9999999|
G|4502|Lübeck-Travemünde|00-9999999|
G|4503|Timmendorfer Strand|00-9999999|
G|4504|Ratekau|00-9999999|
G|4505|Stockelsdorf-Curau|00-9999999|
G|4506|Stockelsdorf-Krumbeck|00-9999999|
G|4508|Krummesse|00-9999999|
G|4509|Groß Grönau|00-9999999|
G|451|Lübeck|000-99999999|
G|4521|Eutin|00-9999999|
G|4522|Plön|00-9999999|
G|4523|Malente|00-9999999|
G|4524|Scharbeutz-Pönitz|00-9999999|
G|4525|Ahrensbök|00-9999999|
G|4526|Ascheberg Holstein|00-9999999|
G|4527|Bosau|00-9999999|
G|4528|Schönwalde am Bungsberg|00-9999999|
G|4529|Süsel-Bujendorf|00-9999999|
G|4531|Bad Oldesloe|00-9999999|
G|4532|Bargteheide|00-9999999|
G|4533|Reinfeld Holstein|00-9999999|
G|4534|Steinburg Kreis Storman|00-9999999|
G|4535|Nahe|00-9999999|
G|4536|Steinhorst Lauenburg|00-9999999|
G|4537|Sülfeld Holstein|00-9999999|
G|4539|Westerau|00-9999999|
G|4541|Ratzeburg|00-9999999|
G|4542|Mölln Lauenburg|00-9999999|
G|4543|Nusse|00-9999999|
G|4544|Berkenthin|00-9999999|
G|4545|Seedorf Lauenburg|00-9999999|
G|4546|Mustin Lauenburg|00-9999999|
G|4547|Gudow Lauenburg|00-9999999|
G|4550|Bühnsdorf|00-9999999|
G|4551|Bad Segeberg|00-9999999|
G|4552|Leezen|00-9999999|
G|4553|Geschendorf|00-9999999|
G|4554|Wahlstedt|00-9999999|
G|4555|Seedorf bei Bad Segeberg|00-9999999|
G|4556|Ahrensbök-Gnissau|00-9999999|
G|4557|Blunk|00-9999999|
G|4558|Todesfelde|00-9999999|
G|4559|Wensin|00-9999999|
G|4561|Neustadt in Holstein|00-9999999|
G|4562|Grömitz|00-9999999|
G|4563|Scharbeutz-Haffkrug|00-9999999|
G|4564|Schashagen|00-9999999|
G|4602|Freienwill|00-9999999|
G|4603|Havetoft|00-9999999|
G|4604|Grossenwiehe|00-9999999|
G|4605|Medelby|00-9999999|
G|4606|Wanderup|00-9999999|
G|4607|Janneby|00-9999999|
G|4608|Handewitt|00-9999999|
G|4609|Eggebek|00-9999999|
G|461|Flensburg|000-99999999|
G|4621|Schleswig|00-9999999|
G|4622|Taarstedt|00-9999999|
G|4623|Böklund|00-9999999|
G|4624|Kropp|00-9999999|
G|4625|Jübek|00-9999999|
G|4626|Treia|00-9999999|
G|4627|Dörpstedt|00-9999999|
G|4630|Barderup|00-9999999|
G|4631|Glücksburg Ostsee|00-9999999|
G|4632|Steinbergkirche|00-9999999|
G|4633|Satrup|00-9999999|
G|4634|Husby|00-9999999|
G|4635|Sörup|00-9999999|
G|4636|Langballig|00-9999999|
G|4637|Sterup|00-9999999|
G|4638|Tarp|00-9999999|
G|4639|Schafflund|00-9999999|
G|4641|Süderbrarup|00-9999999|
G|4642|Kappeln Schlei|00-9999999|
G|4643|Gelting Angeln|00-9999999|
G|4644|Karby|00-9999999|
G|4646|Mohrkirch|00-9999999|
G|4651|Sylt|00-9999999|
G|4661|Niebüll|00-9999999|
G|4662|Leck|00-9999999|
G|4663|Süderlügum|00-9999999|
G|4664|Neukirchen bei Niebüll|00-9999999|
G|4665|Emmelsbüll-Horsbüll|00-9999999|
G|4666|Ladelund|00-9999999|
G|4667|Dagebüll|00-9999999|
G|4668|Klanxbüll|00-9999999|
G|4671|Bredstedt|00-9999999|
G|4672|Langenhorn|00-9999999|
G|4673|Joldelund|00-9999999|
G|4674|Ockholm|00-9999999|
G|4681|Wyk auf Föhr|00-9999999|
G|4682|Amrum|00-9999999|
G|4683|Oldsum|00-9999999|
G|4684|Langeneß Hallig|00-9999999|
G|4702|Sandstedt|00-9999999|
G|4703|Loxstedt-Donnern|00-9999999|
G|4704|Drangstedt|00-9999999|
G|4705|Wremen|00-9999999|
G|4706|Schiffdorf|00-9999999|
G|4707|Langen-Neuenwalde|00-9999999|
G|4708|Ringstedt|00-9999999|
G|471|Bremerhaven|000-99999999|
G|4721|Cuxhaven|00-9999999|
G|4722|Cuxhaven-Altenbruch|00-9999999|
G|4723|Cuxhaven-Altenwalde|00-9999999|
G|4724|Cuxhaven-Lüdingworth|00-9999999|
G|4725|Helgoland|00-9999999|
G|4731|Nordenham|00-9999999|
G|4732|Stadland-Rodenkirchen|00-9999999|
G|4733|Butjadingen-Burhave|00-9999999|
G|4734|Stadland-Seefeld|00-9999999|
G|4735|Butjadingen-Stollhamm|00-9999999|
G|4736|Butjadingen-Tossens|00-9999999|
G|4737|Stadland-Schwei|00-9999999|
G|4740|Loxstedt-Dedesdorf|00-9999999|
G|4741|Nordholz bei Bremerhaven|00-9999999|
G|4742|Dorum|00-9999999|
G|4743|Langen bei Bremerhaven|00-9999999|
G|4744|Loxstedt|00-9999999|
G|4745|Bad Bederkesa|00-9999999|
G|4746|Hagen bei Bremerhaven|00-9999999|
G|4747|Beverstedt|00-9999999|
G|4748|Stubben bei Bremerhaven|00-9999999|
G|4749|Schiffdorf-Geestenseth|00-9999999|
G|4751|Otterndorf|00-9999999|
G|4752|Neuhaus Oste|00-9999999|
G|4753|Balje|00-9999999|
G|4754|Bülkau|00-9999999|
G|4755|Ihlienworth|00-9999999|
G|4756|Odisheim|00-9999999|
G|4757|Wanna|00-9999999|
G|4758|Nordleda|00-9999999|
G|4761|Bremervörde|00-9999999|
G|4762|Kutenholz|00-9999999|
G|4763|Gnarrenburg|00-9999999|
G|4764|Gnarrenburg-Klenkendorf|00-9999999|
G|4765|Ebersdorf bei Bremervörde|00-9999999|
G|4766|Basdahl|00-9999999|
G|4767|Bremervörde-Bevern|00-9999999|
G|4768|Hipstedt|00-9999999|
G|4769|Bremervörde-Iselersheim|00-9999999|
G|4770|Wischhafen|00-9999999|
G|4771|Hemmoor|00-9999999|
G|4772|Oberndorf Oste|00-9999999|
G|4773|Lamstedt|00-9999999|
G|4774|Hechthausen|00-9999999|
G|4775|Grossenwörden|00-9999999|
G|4776|Osten-Altendorf|00-9999999|
G|4777|Cadenberge|00-9999999|
G|4778|Wingst|00-9999999|
G|4779|Freiburg Elbe|00-9999999|
G|4791|Osterholz-Scharmbeck|00-9999999|
G|4792|Worpswede|00-9999999|
G|4793|Hambergen|00-9999999|
G|4794|Worpswede-Ostersode|00-9999999|
G|4795|Garlstedt|00-9999999|
G|4796|Teufelsmoor|00-9999999|
G|4802|Wrohm|00-9999999|
G|4803|Pahlen|00-9999999|
G|4804|Nordhastedt|00-9999999|
G|4805|Schafstedt|00-9999999|
G|4806|Sarzbüttel|00-9999999|
G|481|Heide Holstein|000-99999999|
G|4821|Itzehoe|00-9999999|
G|4822|Kellinghusen|00-9999999|
G|4823|Wilster|00-9999999|
G|4824|Krempe|00-9999999|
G|4825|Burg Dithmarschen|00-9999999|
G|4826|Hohenlockstedt|00-9999999|
G|4827|Wacken|00-9999999|
G|4828|Lägerdorf|00-9999999|
G|4829|Wewelsfleth|00-9999999|
G|4830|Süderhastedt|00-9999999|
G|4832|Meldorf|00-9999999|
G|4833|Wesselburen|00-9999999|
G|4834|Büsum|00-9999999|
G|4835|Albersdorf Holstein|00-9999999|
G|4836|Hennstedt Dithmarschen|00-9999999|
G|4837|Neuenkirchen Dithmarschen|00-9999999|
G|4838|Tellingstedt|00-9999999|
G|4839|Wöhrden Dithmarschen|00-9999999|
G|4841|Husum Nordsee|00-9999999|
G|4842|Nordstrand|00-9999999|
G|4843|Viöl|00-9999999|
G|4844|Pellworm|00-9999999|
G|4845|Ostenfeld Husum|00-9999999|
G|4846|Hattstedt|00-9999999|
G|4847|Oster-Ohrstedt|00-9999999|
G|4848|Rantrum|00-9999999|
G|4849|Hooge|00-9999999|
G|4851|Marne|00-9999999|
G|4852|Brunsbüttel|00-9999999|
G|4853|Sankt Michaelisdonn|00-9999999|
G|4854|Friedrichskoog|00-9999999|
G|4855|Eddelak|00-9999999|
G|4856|Kronprinzenkoog|00-9999999|
G|4857|Barlt|00-9999999|
G|4858|Sankt Margarethen Holstein|00-9999999|
G|4859|Windbergen|00-9999999|
G|4861|Tönning|00-9999999|
G|4862|Garding|00-9999999|
G|4863|Sankt Peter-Ording|00-9999999|
G|4864|Oldenswort|00-9999999|
G|4865|Osterhever|00-9999999|
G|4871|Hohenwestedt|00-9999999|
G|4872|Hanerau-Hademarschen|00-9999999|
G|4873|Aukrug|00-9999999|
G|4874|Todenbüttel|00-9999999|
G|4875|Stafstedt|00-9999999|
G|4876|Reher Holstein|00-9999999|
G|4877|Hennstedt bei Itzehoe|00-9999999|
G|4881|Friedrichstadt|00-9999999|
G|4882|Lunden|00-9999999|
G|4883|Süderstapel|00-9999999|
G|4884|Schwabstedt|00-9999999|
G|4885|Bergenhusen|00-9999999|
G|4892|Schenefeld Mittelholstein|00-9999999|
G|4893|Hohenaspe|00-9999999|
G|4902|Jemgum-Ditzum|00-9999999|
G|4903|Wymeer|00-9999999|
G|491|Leer Ostfriesland|000-99999999|
G|4920|Wirdum|00-9999999|
G|4921|Emden Stadt|00-9999999|
G|4922|Borkum|00-9999999|
G|4923|Krummhörn-Pewsum|00-9999999|
G|4924|Moormerland-Oldersum|00-9999999|
G|4925|Hinte|00-9999999|
G|4926|Krummhörn-Greetsiel|00-9999999|
G|4927|Krummhörn-Loquard|00-9999999|
G|4928|Ihlow-Riepe|00-9999999|
G|4929|Ihlow Kreis Aurich|00-9999999|
G|4931|Norden|00-9999999|
G|4932|Norderney|00-9999999|
G|4933|Dornum Ostfriesland|00-9999999|
G|4934|Marienhafe|00-9999999|
G|4935|Juist|00-9999999|
G|4936|Grossheide|00-9999999|
G|4938|Hagermarsch|00-9999999|
G|4939|Baltrum|00-9999999|
G|4941|Aurich|00-9999999|
G|4942|Südbrookmerland|00-9999999|
G|4943|Grossefehn|00-9999999|
G|4944|Wiesmoor|00-9999999|
G|4945|Grossefehn-Timmel|00-9999999|
G|4946|Grossefehn-Bagband|00-9999999|
G|4947|Aurich-Ogenbargen|00-9999999|
G|4948|Wiesmoor-Marcardsmoor|00-9999999|
G|4950|Holtland|00-9999999|
G|4951|Weener|00-9999999|
G|4952|Rhauderfehn|00-9999999|
G|4953|Bunde|00-9999999|
G|4954|Moormerland|00-9999999|
G|4955|Westoverledingen|00-9999999|
G|4956|Uplengen|00-9999999|
G|4957|Detern|00-9999999|
G|4958|Jemgum|00-9999999|
G|4959|Dollart|00-9999999|
G|4961|Papenburg|00-9999999|
G|4962|Papenburg-Aschendorf|00-9999999|
G|4963|Dörpen|00-9999999|
G|4964|Rhede Ems|00-9999999|
G|4965|Surwold|00-9999999|
G|4966|Neubörger|00-9999999|
G|4967|Rhauderfehn-Burlage|00-9999999|
G|4968|Neulehe|00-9999999|
G|4971|Esens|00-9999999|
G|4972|Langeoog|00-9999999|
G|4973|Wittmund-Burhafe|00-9999999|
G|4974|Neuharlingersiel|00-9999999|
G|4975|Westerholt Ostfriesland|00-9999999|
G|4976|Spiekeroog|00-9999999|
G|4977|Blomberg Ostfriesland|00-9999999|
G|5021|Nienburg Weser|00-9999999|
G|5022|Wietzen|00-9999999|
G|5023|Liebenau Kreis Nieburg Weser|00-9999999|
G|5024|Rohrsen Kreis Nienburg Weser|00-9999999|
G|5025|Estorf Weser|00-9999999|
G|5026|Steimbke|00-9999999|
G|5027|Linsburg|00-9999999|
G|5028|Pennigsehl|00-9999999|
G|5031|Wunstorf|00-9999999|
G|5032|Neustadt am Rübenberge|00-9999999|
G|5033|Wunstorf-Grossenheidorn|00-9999999|
G|5034|Neustadt-Hagen|00-9999999|
G|5035|Gross Munzel|00-9999999|
G|5036|Neustadt-Schneeren|00-9999999|
G|5037|Bad Rehburg|00-9999999|
G|5041|Springe Deister|00-9999999|
G|5042|Bad Münder am Deister|00-9999999|
G|5043|Lauenau|00-9999999|
G|5044|Springe-Eldagsen|00-9999999|
G|5045|Springe-Bennigsen|00-9999999|
G|5051|Bergen Kreis Celle|00-9999999|
G|5052|Hermannsburg|00-9999999|
G|5053|Faßberg-Müden|00-9999999|
G|5054|Bergen-Sülze|00-9999999|
G|5055|Fassberg|00-9999999|
G|5056|Winsen-Meissendorf|00-9999999|
G|5060|Bodenburg|00-9999999|
G|5062|Holle bei Hildesheim|00-9999999|
G|5063|Bad Salzdetfurth|00-9999999|
G|5064|Groß Düngen|00-9999999|
G|5065|Sibbesse|00-9999999|
G|5066|Sarstedt|00-9999999|
G|5067|Bockenem|00-9999999|
G|5068|Elze Leine|00-9999999|
G|5069|Nordstemmen|00-9999999|
G|5071|Schwarmstedt|00-9999999|
G|5072|Neustadt-Mandelsloh|00-9999999|
G|5073|Neustadt-Esperke|00-9999999|
G|5074|Rodewald|00-9999999|
G|5082|Langlingen|00-9999999|
G|5083|Hohne bei Celle|00-9999999|
G|5084|Hambühren|00-9999999|
G|5085|Burgdorf-Ehlershausen|00-9999999|
G|5086|Celle-Scheuen|00-9999999|
G|5101|Pattensen|00-9999999|
G|5102|Laatzen|00-9999999|
G|5103|Wennigsen Deister|00-9999999|
G|5105|Barsinghausen|00-9999999|
G|5108|Gehrden Han|00-9999999|
G|5109|Ronnenberg|00-9999999|
G|511|Hannover|000-99999999|
G|5121|Hildesheim|00-9999999|
G|5123|Schellerten|00-9999999|
G|5126|Algermissen|00-9999999|
G|5127|Harsum|00-9999999|
G|5128|Hohenhameln|00-9999999|
G|5129|Söhlde|00-9999999|
G|5130|Wedemark|00-9999999|
G|5131|Garbsen|00-9999999|
G|5132|Lehrte|00-9999999|
G|5135|Burgwedel-Fuhrberg|00-9999999|
G|5136|Burgdorf Kreis Hannover|00-9999999|
G|5137|Seelze|00-9999999|
G|5138|Sehnde|00-9999999|
G|5139|Burgwedel|00-9999999|
G|5141|Celle|00-9999999|
G|5142|Eschede|00-9999999|
G|5143|Winsen Aller|00-9999999|
G|5144|Wathlingen|00-9999999|
G|5145|Beedenbostel|00-9999999|
G|5146|Wietze|00-9999999|
G|5147|Uetze-Hänigsen|00-9999999|
G|5148|Steinhorst Niedersachsen|00-9999999|
G|5149|Wienhausen|00-9999999|
G|5151|Hameln|00-9999999|
G|5152|Hessisch Oldendorf|00-9999999|
G|5153|Salzhemmendorf|00-9999999|
G|5154|Aerzen|00-9999999|
G|5155|Emmerthal|00-9999999|
G|5156|Coppenbrügge|00-9999999|
G|5157|Emmerthal-Börry|00-9999999|
G|5158|Hemeringen|00-9999999|
G|5159|Coppenbrügge-Bisperode|00-9999999|
G|5161|Walsrode|00-9999999|
G|5162|Fallingbostel|00-9999999|
G|5163|Fallingbostel-Dorfmark|00-9999999|
G|5164|Hodenhagen|00-9999999|
G|5165|Rethem Aller|00-9999999|
G|5166|Walsrode-Kirchboitzen|00-9999999|
G|5167|Walsrode-Westenholz|00-9999999|
G|5168|Walsrode-Stellichte|00-9999999|
G|5171|Peine|00-9999999|
G|5172|Ilsede|00-9999999|
G|5173|Uetze|00-9999999|
G|5174|Lahstedt|00-9999999|
G|5175|Lehrte-Arpke|00-9999999|
G|5176|Edemissen|00-9999999|
G|5177|Edemissen-Abbensen|00-9999999|
G|5181|Alfeld Leine|00-9999999|
G|5182|Gronau Leine|00-9999999|
G|5183|Lamspringe|00-9999999|
G|5184|Freden Leine|00-9999999|
G|5185|Duingen|00-9999999|
G|5186|Salzhemmendorf-Wallensen|00-9999999|
G|5187|Delligsen|00-9999999|
G|5190|Soltau-Emmingen|00-9999999|
G|5191|Soltau|00-9999999|
G|5192|Munster|00-9999999|
G|5193|Schneverdingen|00-9999999|
G|5194|Bispingen|00-9999999|
G|5195|Neuenkirchen bei Soltau|00-9999999|
G|5196|Wietzendorf|00-9999999|
G|5197|Soltau-Frielingen|00-9999999|
G|5198|Schneverdingen-Wintermoor|00-9999999|
G|5199|Schneverdingen-Heber|00-9999999|
G|5201|Halle Westfalen|00-9999999|
G|5202|Oerlinghausen|00-9999999|
G|5203|Werther Westfalen|00-9999999|
G|5204|Steinhagen Westfalen|00-9999999|
G|5205|Bielefeld-Sennestadt|00-9999999|
G|5206|Bielefeld-Jöllenbeck|00-9999999|
G|5207|Schloss Holte-Stukenbrock|00-9999999|
G|5208|Leopoldshöhe|00-9999999|
G|5209|Gütersloh-Friedrichsdorf|00-9999999|
G|521|Bielefeld|000-99999999|
G|5221|Herford|00-9999999|
G|5222|Bad Salzuflen|00-9999999|
G|5223|Bünde|00-9999999|
G|5224|Enger Westfalen|00-9999999|
G|5225|Spenge|00-9999999|
G|5226|Bruchmühlen Westfalen|00-9999999|
G|5228|Vlotho-Exter|00-9999999|
G|5231|Detmold|00-9999999|
G|5232|Lage Lippe|00-9999999|
G|5233|Steinheim Westfalen|00-9999999|
G|5234|Horn-Bad Meinberg|00-9999999|
G|5235|Blomberg Lippe|00-9999999|
G|5236|Blomberg-Grossenmarpe|00-9999999|
G|5237|Augustdorf|00-9999999|
G|5238|Nieheim-Himmighausen|00-9999999|
G|5241|Gütersloh|00-9999999|
G|5242|Rheda-Wiedenbrück|00-9999999|
G|5244|Rietberg|00-9999999|
G|5245|Herzebrock-Clarholz|00-9999999|
G|5246|Verl|00-9999999|
G|5247|Harsewinkel|00-9999999|
G|5248|Langenberg Kreis Gütersloh|00-9999999|
G|5250|Delbrück Westfalen|00-9999999|
G|5251|Paderborn|00-9999999|
G|5252|Bad Lippspringe|00-9999999|
G|5253|Bad Driburg|00-9999999|
G|5254|Paderborn-Schloss Neuhaus|00-9999999|
G|5255|Altenbeken|00-9999999|
G|5257|Hövelhof|00-9999999|
G|5258|Salzkotten|00-9999999|
G|5259|Bad Driburg-Neuenheerse|00-9999999|
G|5261|Lemgo|00-9999999|
G|5262|Extertal|00-9999999|
G|5263|Barntrup|00-9999999|
G|5264|Kalletal|00-9999999|
G|5265|Dörentrup|00-9999999|
G|5266|Lemgo-Kirchheide|00-9999999|
G|5271|Höxter|00-9999999|
G|5272|Brakel Westfalen|00-9999999|
G|5273|Beverungen|00-9999999|
G|5274|Nieheim|00-9999999|
G|5275|Höxter-Ottbergen|00-9999999|
G|5276|Marienmünster|00-9999999|
G|5277|Höxter-Fürstenau|00-9999999|
G|5278|Höxter-Ovenhausen|00-9999999|
G|5281|Bad Pyrmont|00-9999999|
G|5282|Schieder-Schwalenberg|00-9999999|
G|5283|Lügde-Rischenau|00-9999999|
G|5284|Schwalenberg|00-9999999|
G|5285|Bad Pyrmont-Kleinenberg|00-9999999|
G|5286|Ottenstein Niedersachsen|00-9999999|
G|5292|Lichtenau-Atteln|00-9999999|
G|5293|Paderborn-Dahl|00-9999999|
G|5294|Hövelhof-Espeln|00-9999999|
G|5295|Lichtenau Westfalen|00-9999999|
G|5300|Salzgitter-Üfingen|00-9999999|
G|5301|Lehre-Essenrode|00-9999999|
G|5302|Vechelde|00-9999999|
G|5303|Wendeburg|00-9999999|
G|5304|Meine|00-9999999|
G|5305|Sickte|00-9999999|
G|5306|Cremlingen|00-9999999|
G|5307|Braunschweig-Wenden|00-9999999|
G|5308|Lehre|00-9999999|
G|5309|Lehre-Wendhausen|00-9999999|
G|531|Braunschweig|000-99999999|
G|5320|Torfhaus|00-9999999|
G|5321|Goslar|00-9999999|
G|5322|Bad Harzburg|00-9999999|
G|5323|Clausthal-Zellerfeld|00-9999999|
G|5324|Vienenburg|00-9999999|
G|5325|Goslar-Hahnenklee|00-9999999|
G|5326|Langelsheim|00-9999999|
G|5327|Bad Grund Harz|00-9999999|
G|5328|Altenau Harz|00-9999999|
G|5329|Schulenberg im Oberharz|00-9999999|
G|5331|Wolfenbüttel|00-9999999|
G|5332|Schöppenstedt|00-9999999|
G|5333|Dettum|00-9999999|
G|5334|Hornburg Kreis Wolfenbüttel|00-9999999|
G|5335|Schladen|00-9999999|
G|5336|Semmenstedt|00-9999999|
G|5337|Kissenbrück|00-9999999|
G|5339|Gielde|00-9999999|
G|5341|Salzgitter|00-9999999|
G|5344|Lengede|00-9999999|
